Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees
2020,Iraq,Eritrea,IRQ,ERI,5
2020,Israel,Eritrea,ISR,ERI,213
2020,Italy,Eritrea,ITA,ERI,3496
2020,Jordan,Eritrea,JOR,ERI,30
2020,Kenya,Eritrea,KEN,ERI,888
2020,"Rep. of Korea",Eritrea,KOR,ERI,10
2020,Kuwait,Eritrea,KWT,ERI,5
2020,Libya,Eritrea,LBY,ERI,438
2020,Lebanon,Eritrea,LBN,ERI,15
2020,Lesotho,Eritrea,LSO,ERI,37
2020,Liechtenstein,Eritrea,LIE,ERI,12
2020,Lithuania,Eritrea,LTU,ERI,40
2020,Luxembourg,Eritrea,LUX,ERI,1044
2020,Latvia,Eritrea,LVA,ERI,35
2020,Mexico,Eritrea,MEX,ERI,7
2020,Mali,Eritrea,MLI,ERI,5
2020,Malaysia,Eritrea,MYS,ERI,9
2020,Morocco,Eritrea,MAR,ERI,19
2020,Mozambique,Eritrea,MOZ,ERI,0
2020,Malta,Eritrea,MLT,ERI,808
2020,"Netherlands (Kingdom of the)",Eritrea,NLD,ERI,14785
2020,Niger,Eritrea,NER,ERI,272
2020,Nigeria,Eritrea,NGA,ERI,32
2020,Norway,Eritrea,NOR,ERI,12520
2020,"New Zealand",Eritrea,NZL,ERI,7
2020,Panama,Eritrea,PAN,ERI,0
2020,Philippines,Eritrea,PHL,ERI,20
2020,Poland,Eritrea,POL,ERI,5
2020,Portugal,Eritrea,PRT,ERI,191
2020,Qatar,Eritrea,QAT,ERI,0
2020,Romania,Eritrea,ROU,ERI,42
2020,"South Africa",Eritrea,ZAF,ERI,1469
2020,Rwanda,Eritrea,RWA,ERI,80
2020,"Saudi Arabia",Eritrea,SAU,ERI,36
2020,Senegal,Eritrea,SEN,ERI,0
2020,Somalia,Eritrea,SOM,ERI,51
2020,Spain,Eritrea,ESP,ERI,296
2020,"South Sudan",Eritrea,SSD,ERI,259
2020,Sudan,Eritrea,SDN,ERI,114867
2020,Slovenia,Eritrea,SVN,ERI,86
2020,Eswatini,Eritrea,SWZ,ERI,0
2020,Sweden,Eritrea,SWE,ERI,27421
2020,Switzerland,Eritrea,CHE,ERI,37816
2020,"Syrian Arab Rep.",Eritrea,SYR,ERI,19
2020,Tunisia,Eritrea,TUN,ERI,197
2020,"United Arab Emirates",Eritrea,ARE,ERI,0
2020,Uganda,Eritrea,UGA,ERI,8650
2020,Ukraine,Eritrea,UKR,ERI,11
2020,"United States of America",Eritrea,USA,ERI,5765
2020,Yemen,Eritrea,YEM,ERI,1370
2020,Zambia,Eritrea,ZMB,ERI,31
2020,Zimbabwe,Eritrea,ZWE,ERI,20
2024,Angola,Eritrea,AGO,ERI,83
2024,Egypt,Eritrea,EGY,ERI,22353
2024,Argentina,Eritrea,ARG,ERI,12
2024,Australia,Eritrea,AUS,ERI,50
2024,Austria,Eritrea,AUT,ERI,563
2024,Belgium,Eritrea,BEL,ERI,7680
2024,Benin,Eritrea,BEN,ERI,5
2024,Brazil,Eritrea,BRA,ERI,8
2024,Bulgaria,Eritrea,BGR,ERI,12
2024,Canada,Eritrea,CAN,ERI,687
2024,"Central African Rep.",Eritrea,CAF,ERI,5
2024,Chad,Eritrea,TCD,ERI,14
2024,"Dem. Rep. of the Congo",Eritrea,COD,ERI,9
2024,Colombia,Eritrea,COL,ERI,5
2024,"Costa Rica",Eritrea,CRI,ERI,5
2024,Cyprus,Eritrea,CYP,ERI,55
2024,Czechia,Eritrea,CZE,ERI,6
2024,Denmark,Eritrea,DNK,ERI,5233
2024,Djibouti,Eritrea,DJI,ERI,1129
2024,Ecuador,Eritrea,ECU,ERI,0
2024,Eritrea,Eritrea,ERI,ERI,0
2024,Ethiopia,Eritrea,ETH,ERI,171105
2024,Finland,Eritrea,FIN,ERI,876
2024,France,Eritrea,FRA,ERI,14112
2024,"United Kingdom of Great Britain and Northern Ireland",Eritrea,GBR,ERI,24341
2024,Georgia,Eritrea,GEO,ERI,9
2024,Germany,Eritrea,DEU,ERI,67843
2024,Ghana,Eritrea,GHA,ERI,157
2024,Greece,Eritrea,GRC,ERI,2939
2024,Guinea,Eritrea,GIN,ERI,14
2024,Croatia,Eritrea,HRV,ERI,30
2024,Hungary,Eritrea,HUN,ERI,47
2024,"Cote d'Ivoire",Eritrea,CIV,ERI,8
2024,India,Eritrea,IND,ERI,8
2024,Indonesia,Eritrea,IDN,ERI,126
2024,Ireland,Eritrea,IRL,ERI,82
2024,Iraq,Eritrea,IRQ,ERI,5
2024,Israel,Eritrea,ISR,ERI,250
2024,Italy,Eritrea,ITA,ERI,2925
2024,Jordan,Eritrea,JOR,ERI,38
2024,Japan,Eritrea,JPN,ERI,9
2024,Kenya,Eritrea,KEN,ERI,1238
2024,"Rep. of Korea",Eritrea,KOR,ERI,10
2024,Kuwait,Eritrea,KWT,ERI,18
2024,Libya,Eritrea,LBY,ERI,226
2024,Lebanon,Eritrea,LBN,ERI,22
2024,Lesotho,Eritrea,LSO,ERI,80
2024,Liechtenstein,Eritrea,LIE,ERI,11
2024,Luxembourg,Eritrea,LUX,ERI,2125
2024,Latvia,Eritrea,LVA,ERI,32
2024,Mexico,Eritrea,MEX,ERI,0
2024,Mali,Eritrea,MLI,ERI,5
2024,Malaysia,Eritrea,MYS,ERI,35
2024,Malawi,Eritrea,MWI,ERI,0
2024,Morocco,Eritrea,MAR,ERI,39
2024,Malta,Eritrea,MLT,ERI,678
2024,"Netherlands (Kingdom of the)",Eritrea,NLD,ERI,10823
2024,Niger,Eritrea,NER,ERI,55
2024,Nigeria,Eritrea,NGA,ERI,48
2024,Norway,Eritrea,NOR,ERI,3641
2024,"New Zealand",Eritrea,NZL,ERI,13
2024,Peru,Eritrea,PER,ERI,0
2024,Philippines,Eritrea,PHL,ERI,21
2024,Poland,Eritrea,POL,ERI,15
2024,Portugal,Eritrea,PRT,ERI,198
2024,Qatar,Eritrea,QAT,ERI,0
2024,Romania,Eritrea,ROU,ERI,12
2024,"South Africa",Eritrea,ZAF,ERI,1402
2024,Rwanda,Eritrea,RWA,ERI,205
2024,"Saudi Arabia",Eritrea,SAU,ERI,53
2024,Somalia,Eritrea,SOM,ERI,56
2024,Spain,Eritrea,ESP,ERI,405
2024,"South Sudan",Eritrea,SSD,ERI,3337
2024,Sudan,Eritrea,SDN,ERI,108349
2024,Slovenia,Eritrea,SVN,ERI,86
2024,Eswatini,Eritrea,SWZ,ERI,5
2024,Sweden,Eritrea,SWE,ERI,14552
2024,Switzerland,Eritrea,CHE,ERI,38096
2024,"Syrian Arab Rep.",Eritrea,SYR,ERI,18
2024,"United Rep. of Tanzania",Eritrea,TZA,ERI,0
2024,Tunisia,Eritrea,TUN,ERI,67
2024,Uganda,Eritrea,UGA,ERI,36759
2024,Ukraine,Eritrea,UKR,ERI,10
2024,"United States of America",Eritrea,USA,ERI,4956
2024,Yemen,Eritrea,YEM,ERI,467
2024,Zambia,Eritrea,ZMB,ERI,284
2024,Zimbabwe,Eritrea,ZWE,ERI,6
2022,Algeria,Eritrea,DZA,ERI,5
2022,Angola,Eritrea,AGO,ERI,83
2022,Egypt,Eritrea,EGY,ERI,16526
2022,Argentina,Eritrea,ARG,ERI,12
2022,Australia,Eritrea,AUS,ERI,101
2022,Austria,Eritrea,AUT,ERI,506
2022,Belgium,Eritrea,BEL,ERI,4621
2022,Benin,Eritrea,BEN,ERI,5
2022,Brazil,Eritrea,BRA,ERI,26
2022,Bulgaria,Eritrea,BGR,ERI,13
2022,Canada,Eritrea,CAN,ERI,474
2022,Chad,Eritrea,TCD,ERI,15
2022,China,Eritrea,CHN,ERI,6
2022,"Dem. Rep. of the Congo",Eritrea,COD,ERI,7
2022,Colombia,Eritrea,COL,ERI,5
2022,"Costa Rica",Eritrea,CRI,ERI,0
2022,Cuba,Eritrea,CUB,ERI,5
2022,Cyprus,Eritrea,CYP,ERI,54
2022,Czechia,Eritrea,CZE,ERI,11
2022,Denmark,Eritrea,DNK,ERI,5936
2022,Djibouti,Eritrea,DJI,ERI,584
2022,Ecuador,Eritrea,ECU,ERI,11
2022,Eritrea,Eritrea,ERI,ERI,0
2022,Estonia,Eritrea,EST,ERI,10
2022,Ethiopia,Eritrea,ETH,ERI,162812
2022,Finland,Eritrea,FIN,ERI,869
2022,France,Eritrea,FRA,ERI,11987
2022,"United Kingdom of Great Britain and Northern Ireland",Eritrea,GBR,ERI,16703
2022,Georgia,Eritrea,GEO,ERI,10
2022,Germany,Eritrea,DEU,ERI,44437
2022,Ghana,Eritrea,GHA,ERI,120
2022,Greece,Eritrea,GRC,ERI,1792
2022,Guinea,Eritrea,GIN,ERI,14
2022,Croatia,Eritrea,HRV,ERI,27
2022,Hungary,Eritrea,HUN,ERI,47
2022,Iceland,Eritrea,ISL,ERI,9
2022,"Cote d'Ivoire",Eritrea,CIV,ERI,8
2022,India,Eritrea,IND,ERI,13
2022,Indonesia,Eritrea,IDN,ERI,148
2022,Ireland,Eritrea,IRL,ERI,104
2022,Iraq,Eritrea,IRQ,ERI,5
2022,Israel,Eritrea,ISR,ERI,226
2022,Italy,Eritrea,ITA,ERI,3177
2022,Jordan,Eritrea,JOR,ERI,37
2022,Japan,Eritrea,JPN,ERI,5
2022,Kenya,Eritrea,KEN,ERI,942
2022,"Rep. of Korea",Eritrea,KOR,ERI,10
2022,Kuwait,Eritrea,KWT,ERI,9
2022,Libya,Eritrea,LBY,ERI,239
2022,Lebanon,Eritrea,LBN,ERI,17
2022,Lesotho,Eritrea,LSO,ERI,31
2022,Liechtenstein,Eritrea,LIE,ERI,12
2022,Lithuania,Eritrea,LTU,ERI,46
2022,Luxembourg,Eritrea,LUX,ERI,1694
2022,Latvia,Eritrea,LVA,ERI,35
2022,Mexico,Eritrea,MEX,ERI,7
2022,Mali,Eritrea,MLI,ERI,5
2022,Malaysia,Eritrea,MYS,ERI,32
2022,Malawi,Eritrea,MWI,ERI,0
2022,Morocco,Eritrea,MAR,ERI,49
2022,Mozambique,Eritrea,MOZ,ERI,0
2022,Malta,Eritrea,MLT,ERI,911
2022,"Netherlands (Kingdom of the)",Eritrea,NLD,ERI,19200
2022,Niger,Eritrea,NER,ERI,98
2022,Nigeria,Eritrea,NGA,ERI,41
2022,Norway,Eritrea,NOR,ERI,10276
2022,"New Zealand",Eritrea,NZL,ERI,6
2022,Panama,Eritrea,PAN,ERI,0
2022,Philippines,Eritrea,PHL,ERI,21
2022,Poland,Eritrea,POL,ERI,5
2022,Portugal,Eritrea,PRT,ERI,204
2022,Qatar,Eritrea,QAT,ERI,0
2022,Romania,Eritrea,ROU,ERI,67
2022,"South Africa",Eritrea,ZAF,ERI,1314
2022,Rwanda,Eritrea,RWA,ERI,204
2022,"Saudi Arabia",Eritrea,SAU,ERI,36
2022,Somalia,Eritrea,SOM,ERI,57
2022,Spain,Eritrea,ESP,ERI,373
2022,"South Sudan",Eritrea,SSD,ERI,779
2022,Sudan,Eritrea,SDN,ERI,119410
2022,Slovenia,Eritrea,SVN,ERI,86
2022,Eswatini,Eritrea,SWZ,ERI,5
2022,Sweden,Eritrea,SWE,ERI,25302
2022,Switzerland,Eritrea,CHE,ERI,38508
2022,"Syrian Arab Rep.",Eritrea,SYR,ERI,16
2022,Tunisia,Eritrea,TUN,ERI,136
2022,"United Arab Emirates",Eritrea,ARE,ERI,0
2022,Uganda,Eritrea,UGA,ERI,14436
2022,Ukraine,Eritrea,UKR,ERI,10
2022,"United States of America",Eritrea,USA,ERI,5036
2022,Yemen,Eritrea,YEM,ERI,1299
2022,Zambia,Eritrea,ZMB,ERI,123
2022,Zimbabwe,Eritrea,ZWE,ERI,21
2021,Algeria,Eritrea,DZA,ERI,5
2021,Angola,Eritrea,AGO,ERI,83
2021,Egypt,Eritrea,EGY,ERI,14141
2021,Argentina,Eritrea,ARG,ERI,0
2021,Australia,Eritrea,AUS,ERI,96
2021,Austria,Eritrea,AUT,ERI,471
2021,Belgium,Eritrea,BEL,ERI,3974
2021,Benin,Eritrea,BEN,ERI,5
2021,Brazil,Eritrea,BRA,ERI,25
2021,Bulgaria,Eritrea,BGR,ERI,12
2021,Canada,Eritrea,CAN,ERI,2086
2021,Chad,Eritrea,TCD,ERI,7
2021,China,Eritrea,CHN,ERI,6
2021,"Dem. Rep. of the Congo",Eritrea,COD,ERI,7
2021,Colombia,Eritrea,COL,ERI,5
2021,"Costa Rica",Eritrea,CRI,ERI,0
2021,Cuba,Eritrea,CUB,ERI,5
2021,Cyprus,Eritrea,CYP,ERI,53
2021,Czechia,Eritrea,CZE,ERI,11
2021,Denmark,Eritrea,DNK,ERI,5813
2021,Djibouti,Eritrea,DJI,ERI,617
2021,Ecuador,Eritrea,ECU,ERI,11
2021,Eritrea,Eritrea,ERI,ERI,0
2021,Estonia,Eritrea,EST,ERI,10
2021,Ethiopia,Eritrea,ETH,ERI,158294
2021,Finland,Eritrea,FIN,ERI,869
2021,France,Eritrea,FRA,ERI,10723
2021,"United Kingdom of Great Britain and Northern Ireland",Eritrea,GBR,ERI,14753
2021,Georgia,Eritrea,GEO,ERI,10
2021,Germany,Eritrea,DEU,ERI,63128
2021,Ghana,Eritrea,GHA,ERI,102
2021,Greece,Eritrea,GRC,ERI,1354
2021,Guinea,Eritrea,GIN,ERI,14
2021,Croatia,Eritrea,HRV,ERI,24
2021,Hungary,Eritrea,HUN,ERI,47
2021,Iceland,Eritrea,ISL,ERI,9
2021,"Cote d'Ivoire",Eritrea,CIV,ERI,8
2021,India,Eritrea,IND,ERI,13
2021,Indonesia,Eritrea,IDN,ERI,133
2021,Ireland,Eritrea,IRL,ERI,96
2021,Iraq,Eritrea,IRQ,ERI,5
2021,Israel,Eritrea,ISR,ERI,221
2021,Italy,Eritrea,ITA,ERI,3236
2021,Jordan,Eritrea,JOR,ERI,38
2021,Kenya,Eritrea,KEN,ERI,902
2021,"Rep. of Korea",Eritrea,KOR,ERI,10
2021,Kuwait,Eritrea,KWT,ERI,5
2021,Libya,Eritrea,LBY,ERI,344
2021,Lebanon,Eritrea,LBN,ERI,19
2021,Lesotho,Eritrea,LSO,ERI,43
2021,Liechtenstein,Eritrea,LIE,ERI,12
2021,Lithuania,Eritrea,LTU,ERI,40
2021,Luxembourg,Eritrea,LUX,ERI,1329
2021,Latvia,Eritrea,LVA,ERI,35
2021,Mexico,Eritrea,MEX,ERI,7
2021,Mali,Eritrea,MLI,ERI,5
2021,Malaysia,Eritrea,MYS,ERI,25
2021,Malawi,Eritrea,MWI,ERI,0
2021,Morocco,Eritrea,MAR,ERI,19
2021,Mozambique,Eritrea,MOZ,ERI,0
2021,Malta,Eritrea,MLT,ERI,867
2021,"Netherlands (Kingdom of the)",Eritrea,NLD,ERI,14699
2021,Niger,Eritrea,NER,ERI,72
2021,Nigeria,Eritrea,NGA,ERI,40
2021,Norway,Eritrea,NOR,ERI,11460
2021,"New Zealand",Eritrea,NZL,ERI,6
2021,Panama,Eritrea,PAN,ERI,0
2021,Philippines,Eritrea,PHL,ERI,21
2021,Poland,Eritrea,POL,ERI,5
2021,Portugal,Eritrea,PRT,ERI,201
2021,Qatar,Eritrea,QAT,ERI,0
2021,Romania,Eritrea,ROU,ERI,77
2021,"South Africa",Eritrea,ZAF,ERI,1395
2021,Rwanda,Eritrea,RWA,ERI,131
2021,"Saudi Arabia",Eritrea,SAU,ERI,36
2021,Senegal,Eritrea,SEN,ERI,0
2021,Somalia,Eritrea,SOM,ERI,52
2021,Spain,Eritrea,ESP,ERI,309
2021,"South Sudan",Eritrea,SSD,ERI,365
2021,Sudan,Eritrea,SDN,ERI,115678
2021,Slovenia,Eritrea,SVN,ERI,86
2021,Eswatini,Eritrea,SWZ,ERI,0
2021,Sweden,Eritrea,SWE,ERI,26428
2021,Switzerland,Eritrea,CHE,ERI,38588
2021,"Syrian Arab Rep.",Eritrea,SYR,ERI,19
2021,Tunisia,Eritrea,TUN,ERI,142
2021,"United Arab Emirates",Eritrea,ARE,ERI,0
2021,Uganda,Eritrea,UGA,ERI,11201
2021,Ukraine,Eritrea,UKR,ERI,11
2021,"United States of America",Eritrea,USA,ERI,5271
2021,Yemen,Eritrea,YEM,ERI,1330
2021,Zambia,Eritrea,ZMB,ERI,86
2021,Zimbabwe,Eritrea,ZWE,ERI,20
2021,Canada,Estonia,CAN,EST,6
2021,France,Estonia,FRA,EST,5
2021,"South Africa",Estonia,ZAF,EST,5
2021,"Russian Federation",Estonia,RUS,EST,5
2021,"United States of America",Estonia,USA,EST,250
2023,Australia,Estonia,AUS,EST,5
2023,Belgium,Estonia,BEL,EST,5
2023,Germany,Estonia,DEU,EST,5
2023,"South Africa",Estonia,ZAF,EST,5
2023,"Russian Federation",Estonia,RUS,EST,15
2023,"United States of America",Estonia,USA,EST,25
2022,Australia,Estonia,AUS,EST,0
2022,Germany,Estonia,DEU,EST,5
2022,"South Africa",Estonia,ZAF,EST,5
2022,"Russian Federation",Estonia,RUS,EST,5
2022,Spain,Estonia,ESP,EST,5
2022,"United States of America",Estonia,USA,EST,25
2020,Canada,Estonia,CAN,EST,5
2020,France,Estonia,FRA,EST,5
2020,Germany,Estonia,DEU,EST,5
2020,"South Africa",Estonia,ZAF,EST,5
2020,"Russian Federation",Estonia,RUS,EST,5
2020,"United States of America",Estonia,USA,EST,252
2024,Australia,Estonia,AUS,EST,0
2024,Belgium,Estonia,BEL,EST,5
2024,Canada,Estonia,CAN,EST,5
2024,Germany,Estonia,DEU,EST,5
2024,Norway,Estonia,NOR,EST,5
2024,"South Africa",Estonia,ZAF,EST,5
2024,"Russian Federation",Estonia,RUS,EST,45
2024,Sweden,Estonia,SWE,EST,31
2024,"United States of America",Estonia,USA,EST,25
2024,Angola,Ethiopia,AGO,ETH,0
2024,Egypt,Ethiopia,EGY,ETH,5745
2024,Argentina,Ethiopia,ARG,ETH,5
2024,Australia,Ethiopia,AUS,ETH,192
2024,Austria,Ethiopia,AUT,ETH,265
2024,Belgium,Ethiopia,BEL,ETH,493
2024,Belarus,Ethiopia,BLR,ETH,5
2024,Brazil,Ethiopia,BRA,ETH,18
2024,Bulgaria,Ethiopia,BGR,ETH,7
2024,Canada,Ethiopia,CAN,ETH,2361
2024,"Central African Rep.",Ethiopia,CAF,ETH,5
2024,Chad,Ethiopia,TCD,ETH,25
2024,China,Ethiopia,CHN,ETH,5
2024,"Dem. Rep. of the Congo",Ethiopia,COD,ETH,5
2024,Colombia,Ethiopia,COL,ETH,7
2024,Cuba,Ethiopia,CUB,ETH,5
2024,Cyprus,Ethiopia,CYP,ETH,18
2024,Czechia,Ethiopia,CZE,ETH,5
2024,Denmark,Ethiopia,DNK,ETH,253
2024,Djibouti,Ethiopia,DJI,ETH,5695
2024,Eritrea,Ethiopia,ERI,ETH,15
2024,Ethiopia,Ethiopia,ETH,ETH,0
2024,Finland,Ethiopia,FIN,ETH,186
2024,France,Ethiopia,FRA,ETH,4341
2024,"United Kingdom of Great Britain and Northern Ireland",Ethiopia,GBR,ETH,3701
2024,Georgia,Ethiopia,GEO,ETH,0
2024,Germany,Ethiopia,DEU,ETH,7555
2024,Ghana,Ethiopia,GHA,ETH,19
2024,Greece,Ethiopia,GRC,ETH,418
2024,Hungary,Ethiopia,HUN,ETH,39
2024,Iceland,Ethiopia,ISL,ETH,28
2024,"Cote d'Ivoire",Ethiopia,CIV,ETH,7
2024,India,Ethiopia,IND,ETH,23
2024,Indonesia,Ethiopia,IDN,ETH,57
2024,Ireland,Ethiopia,IRL,ETH,131
2024,Iraq,Ethiopia,IRQ,ETH,0
2024,Israel,Ethiopia,ISR,ETH,125
2024,Italy,Ethiopia,ITA,ETH,998
2024,Jordan,Ethiopia,JOR,ETH,37
2024,Japan,Ethiopia,JPN,ETH,43
2024,Kenya,Ethiopia,KEN,ETH,26987
2024,"Rep. of Korea",Ethiopia,KOR,ETH,197
2024,Libya,Ethiopia,LBY,ETH,42
2024,Lebanon,Ethiopia,LBN,ETH,384
2024,Lesotho,Ethiopia,LSO,ETH,25
2024,Lithuania,Ethiopia,LTU,ETH,5
2024,Luxembourg,Ethiopia,LUX,ETH,70
2024,Madagascar,Ethiopia,MDG,ETH,0
2024,Mauritania,Ethiopia,MRT,ETH,7
2024,"Rep. of Moldova",Ethiopia,MDA,ETH,0
2024,Mexico,Ethiopia,MEX,ETH,0
2024,Malaysia,Ethiopia,MYS,ETH,9
2024,Malawi,Ethiopia,MWI,ETH,22
2024,Morocco,Ethiopia,MAR,ETH,9
2024,Mozambique,Ethiopia,MOZ,ETH,0
2024,Malta,Ethiopia,MLT,ETH,81
2024,Namibia,Ethiopia,NAM,ETH,6
2024,"Netherlands (Kingdom of the)",Ethiopia,NLD,ETH,656
2024,Niger,Ethiopia,NER,ETH,30
2024,Nigeria,Ethiopia,NGA,ETH,9
2024,Norway,Ethiopia,NOR,ETH,470
2024,"New Zealand",Ethiopia,NZL,ETH,22
2024,Peru,Ethiopia,PER,ETH,0
2024,Philippines,Ethiopia,PHL,ETH,8
2024,Poland,Ethiopia,POL,ETH,34
2024,Portugal,Ethiopia,PRT,ETH,18
2024,Romania,Ethiopia,ROU,ETH,10
2024,"South Africa",Ethiopia,ZAF,ETH,14157
2024,"Russian Federation",Ethiopia,RUS,ETH,0
2024,Rwanda,Ethiopia,RWA,ETH,73
2024,Senegal,Ethiopia,SEN,ETH,0
2024,Somalia,Ethiopia,SOM,ETH,5223
2024,Spain,Ethiopia,ESP,ETH,117
2024,"Serbia and Kosovo: S/RES/1244 (1999)",Ethiopia,SRB,ETH,5
2024,"South Sudan",Ethiopia,SSD,ETH,5824
2024,Sudan,Ethiopia,SDN,ETH,49547
2024,Slovenia,Ethiopia,SVN,ETH,0
2024,Eswatini,Ethiopia,SWZ,ETH,52
2024,Sweden,Ethiopia,SWE,ETH,2824
2024,Switzerland,Ethiopia,CHE,ETH,1837
2024,"Syrian Arab Rep.",Ethiopia,SYR,ETH,9
2024,Thailand,Ethiopia,THA,ETH,19
2024,Tunisia,Ethiopia,TUN,ETH,12
2024,"United Arab Emirates",Ethiopia,ARE,ETH,0
2024,Uganda,Ethiopia,UGA,ETH,10718
2024,Ukraine,Ethiopia,UKR,ETH,15
2024,"United States of America",Ethiopia,USA,ETH,7636
2024,Yemen,Ethiopia,YEM,ETH,4235
2024,Zambia,Ethiopia,ZMB,ETH,121
2024,Zimbabwe,Ethiopia,ZWE,ETH,61
2021,Angola,Ethiopia,AGO,ETH,0
2021,Egypt,Ethiopia,EGY,ETH,5589
2021,Argentina,Ethiopia,ARG,ETH,5
2021,Australia,Ethiopia,AUS,ETH,342
2021,Austria,Ethiopia,AUT,ETH,241
2021,Belgium,Ethiopia,BEL,ETH,175
2021,Belarus,Ethiopia,BLR,ETH,5
2021,Botswana,Ethiopia,BWA,ETH,5
2021,Brazil,Ethiopia,BRA,ETH,27
2021,Bulgaria,Ethiopia,BGR,ETH,9
2021,Canada,Ethiopia,CAN,ETH,1715
2021,Chad,Ethiopia,TCD,ETH,19
2021,China,Ethiopia,CHN,ETH,0
2021,"Dem. Rep. of the Congo",Ethiopia,COD,ETH,0
2021,Colombia,Ethiopia,COL,ETH,7
2021,"Costa Rica",Ethiopia,CRI,ETH,5
2021,Cuba,Ethiopia,CUB,ETH,6
2021,Cyprus,Ethiopia,CYP,ETH,10
2021,Czechia,Ethiopia,CZE,ETH,5
2021,Denmark,Ethiopia,DNK,ETH,94
2021,Djibouti,Ethiopia,DJI,ETH,2158
2021,Ecuador,Ethiopia,ECU,ETH,5
2021,Eritrea,Ethiopia,ERI,ETH,15
2021,Ethiopia,Ethiopia,ETH,ETH,0
2021,Finland,Ethiopia,FIN,ETH,151
2021,France,Ethiopia,FRA,ETH,2899
2021,"United Kingdom of Great Britain and Northern Ireland",Ethiopia,GBR,ETH,1921
2021,Georgia,Ethiopia,GEO,ETH,0
2021,Germany,Ethiopia,DEU,ETH,6508
2021,Ghana,Ethiopia,GHA,ETH,8
2021,Greece,Ethiopia,GRC,ETH,501
2021,"China, Hong Kong SAR",Ethiopia,HKG,ETH,7
2021,Hungary,Ethiopia,HUN,ETH,43
2021,Iceland,Ethiopia,ISL,ETH,6
2021,"Cote d'Ivoire",Ethiopia,CIV,ETH,5
2021,India,Ethiopia,IND,ETH,23
2021,Indonesia,Ethiopia,IDN,ETH,125
2021,Ireland,Ethiopia,IRL,ETH,58
2021,Iraq,Ethiopia,IRQ,ETH,0
2021,Israel,Ethiopia,ISR,ETH,106
2021,Italy,Ethiopia,ITA,ETH,969
2021,Jordan,Ethiopia,JOR,ETH,19
2021,Japan,Ethiopia,JPN,ETH,32
2021,Kenya,Ethiopia,KEN,ETH,20647
2021,"Rep. of Korea",Ethiopia,KOR,ETH,171
2021,Kuwait,Ethiopia,KWT,ETH,0
2021,Libya,Ethiopia,LBY,ETH,32
2021,Lebanon,Ethiopia,LBN,ETH,46
2021,Lesotho,Ethiopia,LSO,ETH,24
2021,Lithuania,Ethiopia,LTU,ETH,5
2021,Luxembourg,Ethiopia,LUX,ETH,63
2021,Mauritania,Ethiopia,MRT,ETH,8
2021,Mexico,Ethiopia,MEX,ETH,6
2021,Malaysia,Ethiopia,MYS,ETH,12
2021,Malawi,Ethiopia,MWI,ETH,11
2021,Morocco,Ethiopia,MAR,ETH,0
2021,Mozambique,Ethiopia,MOZ,ETH,8
2021,Malta,Ethiopia,MLT,ETH,175
2021,"Netherlands (Kingdom of the)",Ethiopia,NLD,ETH,348
2021,Niger,Ethiopia,NER,ETH,30
2021,Nigeria,Ethiopia,NGA,ETH,8
2021,Norway,Ethiopia,NOR,ETH,1301
2021,"New Zealand",Ethiopia,NZL,ETH,14
2021,Peru,Ethiopia,PER,ETH,5
2021,Philippines,Ethiopia,PHL,ETH,5
2021,Poland,Ethiopia,POL,ETH,5
2021,Portugal,Ethiopia,PRT,ETH,11
2021,Romania,Ethiopia,ROU,ETH,6
2021,"South Africa",Ethiopia,ZAF,ETH,15284
2021,"Russian Federation",Ethiopia,RUS,ETH,0
2021,Rwanda,Ethiopia,RWA,ETH,5
2021,"Saudi Arabia",Ethiopia,SAU,ETH,0
2021,Somalia,Ethiopia,SOM,ETH,4400
2021,Spain,Ethiopia,ESP,ETH,56
2021,"Serbia and Kosovo: S/RES/1244 (1999)",Ethiopia,SRB,ETH,5
2021,"South Sudan",Ethiopia,SSD,ETH,4532
2021,Sudan,Ethiopia,SDN,ETH,56806
2021,Eswatini,Ethiopia,SWZ,ETH,12
2021,Sweden,Ethiopia,SWE,ETH,2500
2021,Switzerland,Ethiopia,CHE,ETH,1781
2021,"Syrian Arab Rep.",Ethiopia,SYR,ETH,12
2021,Thailand,Ethiopia,THA,ETH,12
2021,Tunisia,Ethiopia,TUN,ETH,5
2021,"United Arab Emirates",Ethiopia,ARE,ETH,8
2021,Uganda,Ethiopia,UGA,ETH,2691
2021,Ukraine,Ethiopia,UKR,ETH,26
2021,"United States of America",Ethiopia,USA,ETH,7659
2021,Yemen,Ethiopia,YEM,ETH,6466
2021,Zambia,Ethiopia,ZMB,ETH,44
2021,Zimbabwe,Ethiopia,ZWE,ETH,67
2020,Angola,Ethiopia,AGO,ETH,0
2020,Egypt,Ethiopia,EGY,ETH,5296
2020,Argentina,Ethiopia,ARG,ETH,5
2020,Australia,Ethiopia,AUS,ETH,301
2020,Austria,Ethiopia,AUT,ETH,231
2020,Belgium,Ethiopia,BEL,ETH,175
2020,Belarus,Ethiopia,BLR,ETH,5
2020,Botswana,Ethiopia,BWA,ETH,5
2020,Brazil,Ethiopia,BRA,ETH,29
2020,Bulgaria,Ethiopia,BGR,ETH,10
2020,Canada,Ethiopia,CAN,ETH,1420
2020,Chad,Ethiopia,TCD,ETH,19
2020,Cameroon,Ethiopia,CMR,ETH,0
